"GSM862922_U87.1.CEL.gz"	"GSM862923_U87.2.CEL.gz"	"GSM862924_U87.3.CEL.gz"
"218422_s_at"	"P"	"P"	"P"
"218423_x_at"	"P"	"P"	"P"
"218424_s_at"	"P"	"P"	"P"
"218425_at"	"P"	"P"	"P"
"218426_s_at"	"A"	"A"	"P"
"218427_at"	"P"	"P"	"P"
"218428_s_at"	"P"	"P"	"P"
"218429_s_at"	"A"	"P"	"A"
"218430_s_at"	"A"	"A"	"P"
"218431_at"	"M"	"A"	"M"
"218432_at"	"P"	"P"	"P"
"218433_at"	"A"	"A"	"A"
"218434_s_at"	"P"	"P"	"P"
"218435_at"	"P"	"P"	"P"
"218436_at"	"P"	"P"	"A"
"218437_s_at"	"P"	"P"	"P"
"218438_s_at"	"P"	"P"	"P"
"218439_s_at"	"M"	"M"	"P"
"218440_at"	"P"	"P"	"P"
"218441_s_at"	"P"	"P"	"P"
"218442_at"	"P"	"P"	"M"
"218443_s_at"	"P"	"P"	"P"
"218444_at"	"A"	"A"	"A"
"218445_at"	"A"	"A"	"A"
"218446_s_at"	"P"	"P"	"P"
"218447_at"	"P"	"P"	"P"
"218448_at"	"P"	"P"	"M"
"218449_at"	"P"	"P"	"P"
"218450_at"	"P"	"P"	"P"
"218451_at"	"A"	"A"	"A"
"218452_at"	"P"	"P"	"P"
"218453_s_at"	"A"	"A"	"A"
"218454_at"	"A"	"A"	"A"
"218455_at"	"P"	"P"	"P"
"218456_at"	"P"	"P"	"P"
"218457_s_at"	"A"	"A"	"A"
"218458_at"	"P"	"P"	"P"
"218459_at"	"A"	"M"	"M"
"218460_at"	"P"	"P"	"P"
"218461_at"	"P"	"P"	"P"
"218462_at"	"P"	"P"	"P"
"218463_s_at"	"P"	"P"	"P"
"218464_s_at"	"M"	"M"	"A"
"218465_at"	"P"	"P"	"P"
"218466_at"	"A"	"A"	"M"
"218467_at"	"P"	"P"	"P"
"218468_s_at"	"P"	"P"	"P"
"218469_at"	"P"	"P"	"P"
"218470_at"	"P"	"P"	"P"
"218471_s_at"	"P"	"P"	"P"
"218472_s_at"	"P"	"P"	"P"
"218473_s_at"	"P"	"P"	"P"
"218474_s_at"	"P"	"P"	"P"
"218475_at"	"A"	"A"	"A"
"218476_at"	"A"	"A"	"A"
"218477_at"	"P"	"P"	"P"
"218478_s_at"	"P"	"P"	"P"
"218479_s_at"	"P"	"P"	"M"
"218480_at"	"P"	"P"	"P"
"218481_at"	"P"	"A"	"M"
"218482_at"	"P"	"P"	"P"
"218483_s_at"	"P"	"M"	"P"
"218484_at"	"A"	"A"	"A"
"218485_s_at"	"A"	"A"	"A"
"218486_at"	"A"	"A"	"P"
"218487_at"	"P"	"P"	"P"
"218488_at"	"P"	"P"	"P"
"218489_s_at"	"A"	"A"	"A"
"218490_s_at"	"P"	"P"	"P"
"218491_s_at"	"P"	"P"	"P"
"218492_s_at"	"P"	"P"	"P"
"218493_at"	"P"	"P"	"P"
"218494_s_at"	"P"	"P"	"P"
"218495_at"	"P"	"P"	"P"
"218496_at"	"P"	"P"	"P"
"218497_s_at"	"P"	"P"	"P"
"218498_s_at"	"P"	"P"	"M"
"218499_at"	"P"	"P"	"P"
"218500_at"	"A"	"A"	"A"
"218501_at"	"M"	"P"	"M"
"218502_s_at"	"P"	"P"	"P"
"218503_at"	"A"	"A"	"A"
"218504_at"	"P"	"P"	"P"
"218505_at"	"A"	"A"	"A"
"218506_x_at"	"P"	"P"	"P"
"218507_at"	"P"	"P"	"P"
"218508_at"	"A"	"A"	"A"
"218509_at"	"A"	"M"	"P"
"218510_x_at"	"A"	"P"	"M"
"218511_s_at"	"P"	"P"	"P"
"218512_at"	"P"	"P"	"P"
"218513_at"	"P"	"P"	"P"
"218514_at"	"P"	"P"	"P"
"218515_at"	"P"	"P"	"P"
"218516_s_at"	"P"	"P"	"P"
"218517_at"	"P"	"P"	"P"
"218518_at"	"P"	"P"	"P"
"218519_at"	"P"	"P"	"P"
"218520_at"	"P"	"P"	"P"
"218521_s_at"	"P"	"P"	"P"
"218522_s_at"	"P"	"P"	"P"
"218523_at"	"A"	"A"	"A"
"218524_at"	"P"	"M"	"A"
"218525_s_at"	"A"	"A"	"A"
"218526_s_at"	"P"	"P"	"P"
"218527_at"	"P"	"P"	"P"
"218528_s_at"	"P"	"P"	"P"
"218529_at"	"P"	"P"	"P"
"218530_at"	"P"	"P"	"P"
"218531_at"	"P"	"P"	"P"
"218532_s_at"	"P"	"P"	"P"
"218533_s_at"	"P"	"P"	"P"
"218534_s_at"	"P"	"P"	"P"
"218535_s_at"	"P"	"P"	"P"
"218536_at"	"P"	"P"	"P"
"218537_at"	"A"	"A"	"A"
"218538_s_at"	"P"	"P"	"P"
"218539_at"	"P"	"P"	"P"
"218540_at"	"A"	"A"	"A"
"218541_s_at"	"P"	"P"	"P"
"218542_at"	"P"	"P"	"P"
"218543_s_at"	"P"	"P"	"P"
"218544_s_at"	"P"	"P"	"P"
"218545_at"	"P"	"P"	"P"
"218546_at"	"A"	"A"	"A"
"218547_at"	"P"	"P"	"P"
"218548_x_at"	"P"	"P"	"P"
"218549_s_at"	"P"	"P"	"P"
"218550_s_at"	"M"	"P"	"A"
"218551_at"	"A"	"A"	"A"
"218552_at"	"A"	"A"	"P"
"218553_s_at"	"A"	"P"	"A"
"218554_s_at"	"A"	"A"	"P"
"218555_at"	"A"	"A"	"M"
"218556_at"	"P"	"P"	"P"
"218557_at"	"P"	"P"	"P"
"218558_s_at"	"P"	"P"	"P"
"218559_s_at"	"P"	"P"	"P"
"218560_s_at"	"A"	"A"	"A"
"218561_s_at"	"P"	"P"	"P"
"218562_s_at"	"A"	"P"	"P"
"218563_at"	"P"	"P"	"P"
"218564_at"	"P"	"P"	"P"
"218565_at"	"P"	"P"	"P"
"218566_s_at"	"P"	"P"	"P"
"218567_x_at"	"A"	"P"	"A"
"218568_at"	"P"	"P"	"P"
"218569_s_at"	"A"	"A"	"A"
"218570_at"	"P"	"P"	"P"
"218571_s_at"	"P"	"P"	"P"
"218572_at"	"P"	"P"	"P"
"218573_at"	"P"	"P"	"P"
"218574_s_at"	"A"	"A"	"M"
"218575_at"	"P"	"P"	"P"
"218576_s_at"	"P"	"P"	"P"
"218577_at"	"P"	"P"	"P"
"218578_at"	"P"	"A"	"P"
"218579_s_at"	"A"	"A"	"A"
"218580_x_at"	"P"	"P"	"P"
"218581_at"	"A"	"A"	"A"
"218582_at"	"P"	"P"	"P"
"218583_s_at"	"P"	"P"	"P"
"218584_at"	"P"	"P"	"A"
"218585_s_at"	"P"	"P"	"P"
"218586_at"	"P"	"P"	"P"
"218587_s_at"	"M"	"P"	"A"
"218588_s_at"	"P"	"P"	"P"
"218589_at"	"A"	"A"	"A"
"218590_at"	"P"	"P"	"P"
"218591_s_at"	"M"	"A"	"A"
"218592_s_at"	"P"	"P"	"P"
"218593_at"	"P"	"P"	"P"
"218594_at"	"P"	"P"	"P"
"218595_s_at"	"P"	"P"	"P"
"218596_at"	"A"	"A"	"A"
"218597_s_at"	"P"	"P"	"P"
"218598_at"	"P"	"P"	"P"
"218599_at"	"A"	"A"	"A"
"218600_at"	"A"	"A"	"A"
"218601_at"	"A"	"A"	"A"
"218602_s_at"	"P"	"P"	"P"
"218603_at"	"P"	"P"	"P"
"218604_at"	"P"	"P"	"P"
"218605_at"	"P"	"P"	"P"
"218606_at"	"P"	"P"	"M"
"218607_s_at"	"P"	"P"	"P"
"218608_at"	"M"	"A"	"A"
"218609_s_at"	"P"	"A"	"A"
"218610_s_at"	"A"	"A"	"P"
"218611_at"	"P"	"P"	"P"
"218612_s_at"	"P"	"P"	"P"
"218613_at"	"P"	"P"	"P"
"218614_at"	"P"	"P"	"M"
"218615_s_at"	"P"	"P"	"P"
"218616_at"	"P"	"P"	"P"
"218617_at"	"P"	"P"	"P"
"218618_s_at"	"P"	"P"	"P"
"218619_s_at"	"P"	"P"	"P"
"218620_s_at"	"M"	"A"	"A"
"218621_at"	"A"	"A"	"A"
"218622_at"	"P"	"P"	"P"
"218623_at"	"A"	"A"	"A"
"218624_s_at"	"P"	"A"	"P"
"218625_at"	"P"	"P"	"P"
"218626_at"	"P"	"P"	"P"
"218627_at"	"P"	"P"	"P"
"218628_at"	"P"	"P"	"P"
"218629_at"	"A"	"A"	"A"
"218630_at"	"P"	"A"	"A"
"218631_at"	"M"	"P"	"P"
"218632_at"	"P"	"P"	"P"
"218633_x_at"	"P"	"P"	"P"
"218634_at"	"P"	"P"	"P"
"218636_s_at"	"P"	"P"	"P"
"218637_at"	"P"	"P"	"P"
"218638_s_at"	"A"	"A"	"A"
"218639_s_at"	"A"	"A"	"A"
"218640_s_at"	"P"	"P"	"P"
"218641_at"	"P"	"P"	"A"
"218642_s_at"	"P"	"M"	"P"
"218643_s_at"	"P"	"P"	"P"
"218644_at"	"A"	"A"	"A"
"218645_at"	"P"	"P"	"P"
"218646_at"	"P"	"P"	"P"
"218647_s_at"	"P"	"P"	"P"
"218648_at"	"P"	"P"	"P"
"218649_x_at"	"P"	"P"	"P"
"218650_at"	"A"	"A"	"A"
"218651_s_at"	"P"	"P"	"P"
"218652_s_at"	"P"	"P"	"P"
"218653_at"	"P"	"P"	"P"
"218654_s_at"	"P"	"P"	"P"
"218655_s_at"	"P"	"P"	"P"
"218656_s_at"	"P"	"P"	"P"
"218657_at"	"A"	"A"	"A"
"218658_s_at"	"A"	"P"	"A"
"218659_at"	"P"	"P"	"P"
"218660_at"	"A"	"A"	"A"
"218661_at"	"A"	"A"	"P"
"218662_s_at"	"P"	"P"	"P"
"218663_at"	"P"	"P"	"P"
"218664_at"	"P"	"P"	"P"
"218665_at"	"A"	"A"	"A"
"218666_s_at"	"A"	"A"	"A"
"218667_at"	"P"	"P"	"P"
"218668_s_at"	"P"	"P"	"P"
"218669_at"	"P"	"P"	"P"
"218670_at"	"P"	"P"	"P"
"218671_s_at"	"P"	"P"	"P"
"218672_at"	"M"	"M"	"A"
"218673_s_at"	"P"	"P"	"P"
"218674_at"	"P"	"P"	"P"
"218675_at"	"A"	"A"	"A"
"218676_s_at"	"P"	"P"	"P"
"218677_at"	"A"	"M"	"A"
"218678_at"	"M"	"A"	"A"
"218679_s_at"	"P"	"P"	"P"
"218680_x_at"	"P"	"P"	"P"
"218681_s_at"	"P"	"P"	"P"
"218682_s_at"	"P"	"P"	"P"
"218683_at"	"P"	"P"	"P"
"218684_at"	"P"	"A"	"P"
"218685_s_at"	"P"	"M"	"P"
"218686_s_at"	"A"	"M"	"A"
"218687_s_at"	"M"	"P"	"A"
"218688_at"	"A"	"A"	"M"
"218689_at"	"P"	"A"	"A"
"218690_at"	"A"	"A"	"A"
"218691_s_at"	"A"	"A"	"A"
"218692_at"	"P"	"P"	"P"
"218693_at"	"A"	"P"	"A"
"218694_at"	"P"	"P"	"P"
"218695_at"	"P"	"P"	"P"
"218696_at"	"P"	"P"	"P"
"218697_at"	"A"	"P"	"P"
"218698_at"	"P"	"P"	"P"
"218699_at"	"P"	"P"	"P"
"218700_s_at"	"P"	"P"	"P"
"218701_at"	"P"	"P"	"P"
"218702_at"	"A"	"A"	"A"
"218703_at"	"P"	"P"	"P"
"218704_at"	"A"	"A"	"A"
"218705_s_at"	"P"	"P"	"P"
"218706_s_at"	"A"	"A"	"A"
"218707_at"	"A"	"A"	"A"
"218708_at"	"P"	"P"	"P"
"218709_s_at"	"P"	"P"	"P"
"218710_at"	"P"	"P"	"P"
"218711_s_at"	"A"	"A"	"A"
"218712_at"	"P"	"P"	"P"
"218713_at"	"P"	"M"	"P"
"218714_at"	"A"	"P"	"A"
"218715_at"	"P"	"P"	"P"
"218716_x_at"	"P"	"P"	"P"
"218717_s_at"	"A"	"A"	"A"
"218718_at"	"P"	"P"	"P"
"218719_s_at"	"P"	"P"	"P"
"218720_x_at"	"A"	"A"	"M"
"218721_s_at"	"P"	"P"	"P"
"218722_s_at"	"P"	"P"	"P"
"218723_s_at"	"A"	"A"	"A"
"218724_s_at"	"A"	"A"	"A"
"218725_at"	"P"	"P"	"P"
"218726_at"	"P"	"P"	"P"
"218727_at"	"A"	"A"	"P"
"218728_s_at"	"P"	"P"	"P"
"218729_at"	"P"	"A"	"A"
"218730_s_at"	"A"	"A"	"M"
"218731_s_at"	"A"	"A"	"A"
"218732_at"	"P"	"P"	"P"
"218733_at"	"P"	"P"	"P"
"218734_at"	"A"	"P"	"P"
"218735_s_at"	"A"	"A"	"P"
"218736_s_at"	"P"	"P"	"P"
"218737_at"	"P"	"P"	"P"
"218738_s_at"	"P"	"P"	"P"
"218739_at"	"P"	"P"	"P"
"218740_s_at"	"P"	"P"	"P"
"218741_at"	"P"	"P"	"P"
"218742_at"	"A"	"A"	"A"
"218743_at"	"P"	"A"	"P"
"218744_s_at"	"A"	"A"	"A"
"218745_x_at"	"A"	"A"	"A"
"218746_at"	"A"	"A"	"A"
"218747_s_at"	"P"	"A"	"P"
"218748_s_at"	"A"	"A"	"A"
"218749_s_at"	"A"	"A"	"A"
"218750_at"	"P"	"P"	"P"
"218751_s_at"	"A"	"A"	"P"
"218752_at"	"P"	"P"	"P"
"218753_at"	"P"	"P"	"P"
"218754_at"	"P"	"P"	"P"
"218755_at"	"P"	"P"	"P"
"218756_s_at"	"A"	"P"	"P"
"218757_s_at"	"P"	"P"	"P"
"218758_s_at"	"A"	"A"	"M"
"218759_at"	"A"	"A"	"A"
"218760_at"	"A"	"A"	"A"
"218761_at"	"P"	"P"	"P"
"218762_at"	"P"	"A"	"A"
"218763_at"	"P"	"P"	"P"
"218764_at"	"P"	"M"	"P"
"218765_at"	"A"	"A"	"A"
"218766_s_at"	"A"	"P"	"M"
"218767_at"	"M"	"A"	"M"
"218768_at"	"P"	"P"	"P"
"218769_s_at"	"P"	"P"	"P"
"218770_s_at"	"P"	"P"	"P"
"218771_at"	"P"	"P"	"P"
"218772_x_at"	"P"	"P"	"P"
"218773_s_at"	"P"	"P"	"P"
"218774_at"	"M"	"A"	"A"
"218775_s_at"	"P"	"P"	"P"
"218776_s_at"	"P"	"P"	"P"
"218777_at"	"P"	"P"	"P"
"218778_x_at"	"A"	"A"	"A"
"218779_x_at"	"A"	"A"	"A"
"218780_at"	"A"	"A"	"A"
"218781_at"	"P"	"P"	"P"
"218782_s_at"	"P"	"P"	"P"
"218783_at"	"A"	"P"	"P"
"218784_s_at"	"A"	"A"	"A"
"218785_s_at"	"A"	"A"	"A"
"218786_at"	"A"	"A"	"A"
"218787_x_at"	"A"	"A"	"A"
"218788_s_at"	"A"	"A"	"A"
"218789_s_at"	"A"	"A"	"P"
"218790_s_at"	"A"	"A"	"A"
"218791_s_at"	"P"	"M"	"P"
"218792_s_at"	"A"	"A"	"A"
"218793_s_at"	"P"	"P"	"P"
"218794_s_at"	"A"	"P"	"P"
"218795_at"	"A"	"P"	"A"
"218796_at"	"M"	"A"	"A"
"218797_s_at"	"P"	"P"	"P"
"218798_at"	"M"	"P"	"P"
"218799_at"	"P"	"P"	"P"
"218800_at"	"A"	"A"	"M"
"218801_at"	"P"	"P"	"P"
"218802_at"	"P"	"P"	"P"
"218803_at"	"A"	"A"	"A"
"218804_at"	"A"	"A"	"A"
"218805_at"	"A"	"A"	"A"
"218806_s_at"	"A"	"A"	"A"
"218807_at"	"P"	"P"	"P"
"218808_at"	"M"	"P"	"P"
"218809_at"	"P"	"P"	"P"
"218810_at"	"M"	"P"	"P"
"218811_at"	"A"	"A"	"A"
"218812_s_at"	"P"	"P"	"P"
"218813_s_at"	"A"	"A"	"A"
"218814_s_at"	"P"	"M"	"A"
"218815_s_at"	"P"	"P"	"P"
"218816_at"	"A"	"A"	"A"
"218817_at"	"P"	"P"	"P"
"218818_at"	"A"	"A"	"A"
"218819_at"	"P"	"P"	"P"
"218820_at"	"P"	"P"	"P"
"218821_at"	"A"	"A"	"A"
"218822_s_at"	"A"	"A"	"A"
"218823_s_at"	"P"	"P"	"P"
"218824_at"	"A"	"A"	"A"
"218825_at"	"A"	"A"	"A"
"218826_at"	"P"	"P"	"P"
"218827_s_at"	"P"	"P"	"P"
"218828_at"	"A"	"A"	"A"
"218829_s_at"	"P"	"A"	"M"
"218830_at"	"P"	"P"	"P"
"218831_s_at"	"A"	"A"	"A"
"218832_x_at"	"A"	"A"	"A"
"218833_at"	"P"	"P"	"P"
"218834_s_at"	"P"	"P"	"P"
"218835_at"	"A"	"A"	"A"
"218836_at"	"P"	"P"	"P"
"218837_s_at"	"P"	"A"	"A"
"218838_s_at"	"P"	"P"	"P"
"218839_at"	"A"	"A"	"A"
"218840_s_at"	"A"	"A"	"A"
"218841_at"	"P"	"A"	"P"
"218842_at"	"P"	"P"	"P"
"218843_at"	"A"	"A"	"A"
"218844_at"	"A"	"A"	"M"
"218845_at"	"A"	"P"	"A"
"218846_at"	"P"	"P"	"P"
"218847_at"	"P"	"P"	"P"
"218848_at"	"A"	"A"	"A"
"218849_s_at"	"A"	"A"	"A"
"218850_s_at"	"P"	"P"	"P"
"218851_s_at"	"A"	"A"	"A"
"218852_at"	"P"	"P"	"P"
"218853_s_at"	"P"	"P"	"P"
"218854_at"	"P"	"P"	"P"
"218855_at"	"P"	"P"	"A"
"218856_at"	"P"	"A"	"A"
"218857_s_at"	"A"	"A"	"A"
"218858_at"	"A"	"A"	"A"
"218859_s_at"	"P"	"P"	"P"
"218860_at"	"P"	"P"	"M"
"218861_at"	"A"	"M"	"P"
"218862_at"	"A"	"A"	"A"
"218863_s_at"	"A"	"A"	"A"
"218864_at"	"A"	"A"	"A"
"218865_at"	"A"	"A"	"A"
"218866_s_at"	"P"	"P"	"P"
"218867_s_at"	"P"	"M"	"P"
"218868_at"	"A"	"P"	"M"
"218869_at"	"A"	"A"	"A"
"218870_at"	"A"	"A"	"A"
"218871_x_at"	"P"	"P"	"P"
"218872_at"	"A"	"A"	"A"
"218873_at"	"P"	"P"	"P"
"218874_s_at"	"A"	"M"	"M"
"218875_s_at"	"P"	"P"	"P"
"218876_at"	"A"	"A"	"A"
"218877_s_at"	"P"	"P"	"P"
"218878_s_at"	"P"	"P"	"P"
"218879_s_at"	"P"	"P"	"P"
"218880_at"	"P"	"P"	"P"
"218881_s_at"	"P"	"A"	"A"
"218882_s_at"	"P"	"P"	"P"
"218883_s_at"	"P"	"P"	"P"
"218884_s_at"	"P"	"A"	"P"
"218885_s_at"	"P"	"P"	"P"
"218886_at"	"P"	"P"	"P"
"218887_at"	"P"	"P"	"M"
"218888_s_at"	"P"	"P"	"P"
"218889_at"	"P"	"P"	"P"
"218890_x_at"	"P"	"P"	"P"
"218891_at"	"A"	"A"	"A"
"218892_at"	"A"	"A"	"A"
"218893_at"	"A"	"A"	"A"
"218894_s_at"	"P"	"P"	"P"
"218895_at"	"A"	"A"	"M"
"218896_s_at"	"P"	"A"	"A"
"218897_at"	"P"	"P"	"M"
"218898_at"	"P"	"P"	"P"
"218899_s_at"	"P"	"P"	"P"
"218900_at"	"A"	"A"	"A"
"218901_at"	"A"	"A"	"P"
"218902_at"	"M"	"P"	"P"
"218903_s_at"	"P"	"P"	"P"
"218904_s_at"	"P"	"P"	"P"
"218905_at"	"P"	"P"	"P"
"218906_x_at"	"P"	"P"	"A"
"218907_s_at"	"A"	"A"	"A"
"218908_at"	"P"	"A"	"M"
"218909_at"	"P"	"P"	"P"
"218910_at"	"P"	"M"	"P"
"218911_at"	"P"	"P"	"P"
"218912_at"	"A"	"A"	"P"
"218913_s_at"	"A"	"A"	"A"
"218914_at"	"A"	"A"	"A"
"218915_at"	"P"	"P"	"P"
"218916_at"	"A"	"A"	"A"
"218917_s_at"	"P"	"P"	"P"
"218918_at"	"A"	"A"	"A"
"218919_at"	"P"	"P"	"P"
"218920_at"	"P"	"M"	"A"
"218921_at"	"A"	"A"	"A"
"218922_s_at"	"A"	"A"	"A"
"218923_at"	"A"	"A"	"M"
"218924_s_at"	"P"	"P"	"A"
"218925_s_at"	"A"	"A"	"A"
"218926_at"	"P"	"P"	"P"
"218927_s_at"	"P"	"M"	"P"
"218928_s_at"	"A"	"A"	"A"
"218929_at"	"P"	"P"	"P"
"218930_s_at"	"P"	"P"	"P"
"218931_at"	"A"	"A"	"A"
"218932_at"	"P"	"M"	"P"
"218933_at"	"P"	"P"	"P"
"218934_s_at"	"P"	"A"	"A"
"218935_at"	"P"	"P"	"A"
"218936_s_at"	"P"	"P"	"P"
"218937_at"	"A"	"M"	"A"
"218938_at"	"A"	"P"	"A"
"218939_at"	"A"	"P"	"P"
"218940_at"	"P"	"P"	"P"
"218941_at"	"P"	"P"	"P"
"218942_at"	"P"	"M"	"P"
"218943_s_at"	"A"	"A"	"A"
"218944_at"	"A"	"A"	"A"
"218945_at"	"A"	"A"	"M"
"218946_at"	"P"	"P"	"P"
"218947_s_at"	"P"	"M"	"P"
"218948_at"	"A"	"A"	"A"
"218949_s_at"	"P"	"P"	"P"
"218950_at"	"P"	"P"	"P"
"218951_s_at"	"P"	"M"	"P"
"218952_at"	"A"	"A"	"A"
"218953_s_at"	"A"	"A"	"A"
"218954_s_at"	"A"	"A"	"A"
"218955_at"	"P"	"P"	"P"
"218956_s_at"	"A"	"M"	"A"
"218957_s_at"	"P"	"P"	"P"
"218958_at"	"A"	"M"	"P"
"218959_at"	"A"	"A"	"A"
"218960_at"	"A"	"A"	"A"
"218961_s_at"	"P"	"P"	"P"
"218962_s_at"	"P"	"P"	"P"
"218963_s_at"	"A"	"A"	"A"
"218964_at"	"A"	"A"	"A"
"218965_s_at"	"P"	"A"	"A"
"218966_at"	"A"	"P"	"A"
"218967_s_at"	"A"	"A"	"A"
"218968_s_at"	"P"	"P"	"P"
"218969_at"	"P"	"P"	"P"
"218970_s_at"	"P"	"P"	"P"
"218971_s_at"	"P"	"M"	"A"
"218972_at"	"P"	"P"	"A"
"218973_at"	"P"	"P"	"P"
"218974_at"	"A"	"A"	"A"
"218975_at"	"A"	"A"	"A"
"218976_at"	"A"	"A"	"A"
"218977_s_at"	"P"	"A"	"A"
"218978_s_at"	"A"	"A"	"A"
"218979_at"	"P"	"P"	"P"
"218980_at"	"P"	"P"	"P"
"218981_at"	"P"	"P"	"P"
"218982_s_at"	"P"	"P"	"P"
"218983_at"	"P"	"P"	"P"
"218984_at"	"P"	"P"	"P"
"218985_at"	"P"	"P"	"M"
"218986_s_at"	"P"	"P"	"P"
"218987_at"	"P"	"P"	"P"
"218988_at"	"P"	"P"	"P"
"218989_x_at"	"P"	"P"	"P"
"218990_s_at"	"A"	"A"	"A"
"218991_at"	"A"	"A"	"A"
"218992_at"	"P"	"P"	"P"
"218993_at"	"P"	"P"	"P"
"218994_s_at"	"A"	"A"	"P"
"218995_s_at"	"A"	"A"	"A"
"218996_at"	"P"	"P"	"P"
"218997_at"	"P"	"P"	"P"
"218998_at"	"P"	"P"	"P"
"218999_at"	"A"	"A"	"A"
"219000_s_at"	"P"	"P"	"P"
"219001_s_at"	"P"	"P"	"P"
"219002_at"	"P"	"P"	"P"
"219003_s_at"	"P"	"P"	"P"
"219004_s_at"	"P"	"P"	"P"
"219005_at"	"A"	"A"	"A"
"219006_at"	"P"	"P"	"P"
"219007_at"	"P"	"P"	"P"
"219008_at"	"P"	"P"	"P"
"219009_at"	"A"	"A"	"A"
"219010_at"	"A"	"A"	"A"
"219011_at"	"A"	"A"	"A"
"219012_s_at"	"A"	"A"	"A"
"219013_at"	"P"	"P"	"P"
"219014_at"	"A"	"A"	"P"
"219015_s_at"	"P"	"P"	"P"
"219016_at"	"A"	"A"	"A"
"219017_at"	"P"	"P"	"P"
"219018_s_at"	"A"	"A"	"A"
"219019_at"	"A"	"A"	"A"
"219020_at"	"A"	"A"	"A"
"219021_at"	"P"	"P"	"P"
"219022_at"	"P"	"P"	"P"
"219023_at"	"P"	"P"	"P"
"219024_at"	"A"	"M"	"P"
"219025_at"	"A"	"A"	"A"
"219026_s_at"	"A"	"A"	"A"
"219027_s_at"	"P"	"M"	"P"
"219028_at"	"P"	"P"	"P"
"219029_at"	"P"	"P"	"P"
"219030_at"	"P"	"P"	"P"
"219031_s_at"	"P"	"P"	"P"
"219032_x_at"	"P"	"P"	"P"
"219033_at"	"P"	"P"	"P"
"219034_at"	"A"	"P"	"P"
"219035_s_at"	"P"	"P"	"P"
"219036_at"	"M"	"P"	"A"
"219037_at"	"P"	"P"	"P"
"219038_at"	"P"	"P"	"P"
"219039_at"	"A"	"A"	"A"
"219040_at"	"A"	"A"	"A"
"219041_s_at"	"P"	"P"	"P"
"219042_at"	"A"	"A"	"A"
"219043_s_at"	"P"	"P"	"P"
"219044_at"	"A"	"A"	"A"
"219045_at"	"A"	"A"	"A"
"219046_s_at"	"A"	"A"	"A"
"219047_s_at"	"A"	"P"	"A"
"219048_at"	"A"	"A"	"A"
"219049_at"	"P"	"P"	"P"
"219050_s_at"	"A"	"A"	"A"
"219051_x_at"	"P"	"M"	"P"
"219052_at"	"A"	"P"	"A"
"219053_s_at"	"P"	"P"	"P"
"219054_at"	"A"	"A"	"P"
"219055_at"	"P"	"P"	"P"
"219056_at"	"P"	"P"	"M"
"219057_at"	"A"	"A"	"A"
"219058_x_at"	"A"	"A"	"A"
"219059_s_at"	"A"	"A"	"A"
"219060_at"	"P"	"P"	"P"
"219061_s_at"	"P"	"P"	"P"
"219062_s_at"	"P"	"P"	"P"
"219063_at"	"A"	"A"	"A"
"219064_at"	"A"	"A"	"A"
"219065_s_at"	"P"	"P"	"P"
"219066_at"	"M"	"P"	"A"
"219067_s_at"	"P"	"P"	"P"
"219068_x_at"	"P"	"A"	"P"
"219069_at"	"A"	"P"	"A"
"219070_s_at"	"P"	"A"	"P"
"219071_x_at"	"P"	"P"	"P"
"219072_at"	"P"	"P"	"A"
"219073_s_at"	"P"	"P"	"P"
"219074_at"	"A"	"M"	"A"
"219075_at"	"A"	"A"	"A"
"219076_s_at"	"A"	"A"	"A"
"219077_s_at"	"A"	"P"	"P"
"219078_at"	"P"	"P"	"M"
"219079_at"	"P"	"P"	"P"
"219080_s_at"	"A"	"A"	"A"
"219081_at"	"P"	"P"	"P"
"219082_at"	"A"	"A"	"A"
"219083_at"	"A"	"A"	"A"
"219084_at"	"A"	"A"	"A"
"219085_s_at"	"A"	"A"	"A"
"219086_at"	"P"	"A"	"A"
"219087_at"	"A"	"A"	"A"
"219088_s_at"	"P"	"P"	"A"
"219089_s_at"	"P"	"P"	"P"
"219090_at"	"A"	"A"	"A"
"219091_s_at"	"P"	"M"	"A"
"219092_s_at"	"A"	"P"	"A"
"219093_at"	"P"	"P"	"P"
"219094_at"	"P"	"P"	"P"
"219095_at"	"A"	"A"	"A"
"219096_at"	"A"	"A"	"A"
"219097_x_at"	"P"	"P"	"P"
"219098_at"	"M"	"A"	"A"
"219099_at"	"P"	"P"	"P"
"219100_at"	"P"	"P"	"P"
"219101_x_at"	"A"	"A"	"A"
"219102_at"	"A"	"A"	"A"
"219103_at"	"A"	"A"	"A"
"219104_at"	"P"	"P"	"A"
"219105_x_at"	"P"	"P"	"P"
"219106_s_at"	"A"	"A"	"A"
"219107_at"	"A"	"A"	"A"
"219108_x_at"	"P"	"P"	"P"
"219109_at"	"P"	"P"	"P"
"219110_at"	"P"	"P"	"P"
"219111_s_at"	"P"	"P"	"P"
"219112_at"	"P"	"P"	"P"
"219113_x_at"	"A"	"A"	"A"
"219114_at"	"P"	"P"	"A"
"219115_s_at"	"A"	"A"	"A"
"219116_s_at"	"P"	"P"	"P"
"219117_s_at"	"P"	"P"	"P"
"219118_at"	"P"	"P"	"P"
"219119_at"	"P"	"P"	"P"
"219120_at"	"P"	"M"	"P"
"219121_s_at"	"A"	"A"	"A"
"219122_s_at"	"M"	"P"	"P"
"219123_at"	"P"	"P"	"P"
"219124_at"	"P"	"A"	"P"
