"GSM530551.CEL.gz"	"GSM530552.CEL.gz"
"225567_at"	"P"	"P"
"225568_at"	"P"	"P"
"225569_at"	"A"	"P"
"225570_at"	"P"	"A"
"225571_at"	"P"	"P"
"225572_at"	"P"	"P"
"225573_at"	"P"	"P"
"225574_at"	"P"	"P"
"225575_at"	"P"	"P"
"225576_at"	"P"	"P"
"225577_at"	"M"	"M"
"225578_at"	"P"	"P"
"225579_at"	"P"	"P"
"225580_at"	"P"	"P"
"225581_s_at"	"P"	"P"
"225582_at"	"P"	"P"
"225583_at"	"P"	"P"
"225584_at"	"P"	"P"
"225585_at"	"P"	"P"
"225586_at"	"P"	"P"
"225587_at"	"P"	"A"
"225588_s_at"	"M"	"P"
"225589_at"	"P"	"P"
"225590_at"	"P"	"P"
"225591_at"	"P"	"P"
"225592_at"	"P"	"P"
"225593_at"	"P"	"P"
"225594_at"	"P"	"P"
"225595_at"	"P"	"P"
"225596_at"	"A"	"A"
"225597_at"	"A"	"A"
"225598_at"	"A"	"M"
"225599_s_at"	"P"	"P"
"225600_at"	"P"	"P"
"225601_at"	"P"	"P"
"225602_at"	"P"	"P"
"225603_s_at"	"P"	"P"
"225604_s_at"	"P"	"P"
"225605_at"	"P"	"P"
"225606_at"	"A"	"P"
"225607_at"	"P"	"P"
"225608_at"	"A"	"A"
"225609_at"	"P"	"P"
"225610_at"	"P"	"P"
"225611_at"	"P"	"P"
"225612_s_at"	"P"	"P"
"225613_at"	"P"	"P"
"225614_at"	"P"	"P"
"225615_at"	"A"	"A"
"225616_at"	"P"	"P"
"225617_at"	"P"	"P"
"225618_at"	"A"	"A"
"225619_at"	"A"	"A"
"225620_at"	"P"	"P"
"225621_at"	"P"	"P"
"225622_at"	"P"	"P"
"225623_at"	"P"	"P"
"225624_at"	"P"	"P"
"225625_at"	"P"	"P"
"225626_at"	"P"	"P"
"225627_s_at"	"P"	"P"
"225628_s_at"	"A"	"A"
"225629_s_at"	"P"	"P"
"225630_at"	"A"	"P"
"225631_at"	"P"	"A"
"225632_s_at"	"A"	"A"
"225633_at"	"P"	"P"
"225634_at"	"P"	"P"
"225635_s_at"	"P"	"P"
"225636_at"	"P"	"P"
"225637_at"	"P"	"P"
"225638_at"	"P"	"P"
"225639_at"	"P"	"P"
"225640_at"	"P"	"P"
"225641_at"	"A"	"A"
"225642_at"	"P"	"P"
"225643_at"	"P"	"P"
"225644_at"	"P"	"P"
"225645_at"	"A"	"A"
"225646_at"	"P"	"P"
"225647_s_at"	"P"	"P"
"225648_at"	"P"	"P"
"225649_s_at"	"P"	"P"
"225650_at"	"P"	"P"
"225651_at"	"P"	"P"
"225652_at"	"P"	"P"
"225653_at"	"M"	"A"
"225654_at"	"A"	"A"
"225655_at"	"P"	"P"
"225656_at"	"P"	"P"
"225657_at"	"P"	"P"
"225658_at"	"P"	"P"
"225659_at"	"P"	"P"
"225660_at"	"A"	"A"
"225661_at"	"P"	"P"
"225662_at"	"P"	"P"
"225663_at"	"P"	"P"
"225664_at"	"P"	"P"
"225665_at"	"P"	"P"
"225666_at"	"P"	"P"
"225667_s_at"	"A"	"A"
"225668_at"	"A"	"A"
"225669_at"	"P"	"P"
"225670_at"	"P"	"P"
"225671_at"	"A"	"A"
"225672_at"	"P"	"P"
"225673_at"	"P"	"P"
"225674_at"	"P"	"P"
"225675_at"	"P"	"P"
"225676_s_at"	"P"	"P"
"225677_at"	"P"	"P"
"225678_at"	"P"	"P"
"225679_at"	"P"	"P"
"225680_at"	"P"	"P"
"225681_at"	"A"	"P"
"225682_s_at"	"P"	"P"
"225683_x_at"	"P"	"P"
"225684_at"	"P"	"P"
"225685_at"	"P"	"P"
"225686_at"	"P"	"P"
"225687_at"	"P"	"P"
"225688_s_at"	"P"	"P"
"225689_at"	"P"	"P"
"225690_at"	"P"	"P"
"225691_at"	"P"	"P"
"225692_at"	"P"	"P"
"225693_s_at"	"P"	"P"
"225694_at"	"P"	"P"
"225695_at"	"P"	"P"
"225696_at"	"P"	"P"
"225697_at"	"P"	"P"
"225698_at"	"P"	"P"
"225699_at"	"P"	"P"
"225700_at"	"P"	"A"
"225701_at"	"A"	"A"
"225702_at"	"P"	"P"
"225703_at"	"P"	"P"
"225704_at"	"P"	"A"
"225705_at"	"P"	"P"
"225706_at"	"P"	"P"
"225707_at"	"P"	"P"
"225708_at"	"P"	"P"
"225709_at"	"A"	"A"
"225710_at"	"P"	"P"
"225711_at"	"P"	"P"
"225712_at"	"P"	"P"
"225713_at"	"P"	"A"
"225714_s_at"	"A"	"A"
"225715_at"	"P"	"P"
"225716_at"	"P"	"P"
"225717_at"	"P"	"P"
"225718_at"	"P"	"P"
"225719_s_at"	"P"	"P"
"225720_at"	"A"	"A"
"225721_at"	"P"	"A"
"225722_at"	"P"	"P"
"225723_at"	"P"	"P"
"225724_at"	"P"	"P"
"225725_at"	"P"	"P"
"225726_s_at"	"P"	"P"
"225727_at"	"A"	"A"
"225728_at"	"P"	"P"
"225729_at"	"P"	"P"
"225730_s_at"	"P"	"P"
"225731_at"	"P"	"P"
"225732_at"	"P"	"P"
"225733_at"	"P"	"P"
"225734_at"	"P"	"P"
"225735_at"	"P"	"P"
"225736_at"	"P"	"P"
"225737_s_at"	"P"	"P"
"225738_at"	"P"	"P"
"225739_at"	"A"	"A"
"225740_x_at"	"P"	"P"
"225741_at"	"P"	"P"
"225742_at"	"A"	"A"
"225743_at"	"P"	"P"
"225744_at"	"P"	"A"
"225745_at"	"P"	"P"
"225746_at"	"A"	"A"
"225747_at"	"P"	"P"
"225748_at"	"P"	"P"
"225749_at"	"P"	"P"
"225750_at"	"P"	"P"
"225751_at"	"P"	"P"
"225752_at"	"P"	"P"
"225753_at"	"M"	"P"
"225754_at"	"P"	"P"
"225755_at"	"P"	"P"
"225756_at"	"P"	"P"
"225757_s_at"	"A"	"A"
"225758_s_at"	"P"	"A"
"225759_x_at"	"P"	"P"
"225760_at"	"P"	"P"
"225761_at"	"P"	"P"
"225762_x_at"	"P"	"P"
"225763_at"	"A"	"A"
"225764_at"	"P"	"P"
"225765_at"	"P"	"P"
"225766_s_at"	"P"	"P"
"225767_at"	"P"	"P"
"225768_at"	"P"	"P"
"225769_at"	"P"	"P"
"225770_at"	"P"	"P"
"225771_at"	"P"	"P"
"225772_s_at"	"P"	"P"
"225773_at"	"P"	"P"
"225774_at"	"P"	"P"
"225775_at"	"A"	"A"
"225776_at"	"P"	"A"
"225777_at"	"P"	"P"
"225778_at"	"A"	"A"
"225779_at"	"P"	"P"
"225780_at"	"P"	"P"
"225781_at"	"P"	"P"
"225782_at"	"P"	"P"
"225783_at"	"P"	"P"
"225784_s_at"	"P"	"M"
"225785_at"	"P"	"P"
"225786_at"	"A"	"P"
"225787_at"	"P"	"P"
"225788_at"	"P"	"P"
"225789_at"	"P"	"P"
"225790_at"	"P"	"P"
"225791_at"	"P"	"P"
"225792_at"	"A"	"A"
"225793_at"	"P"	"P"
"225794_s_at"	"P"	"P"
"225795_at"	"P"	"P"
"225796_at"	"P"	"P"
"225797_at"	"P"	"P"
"225798_at"	"P"	"P"
"225799_at"	"P"	"P"
"225800_at"	"P"	"P"
"225801_at"	"A"	"A"
"225802_at"	"P"	"P"
"225803_at"	"P"	"P"
"225804_at"	"P"	"P"
"225805_at"	"P"	"P"
"225806_at"	"P"	"P"
"225807_at"	"A"	"A"
"225808_at"	"P"	"P"
"225809_at"	"A"	"A"
"225810_at"	"P"	"P"
"225811_at"	"P"	"P"
"225812_at"	"P"	"P"
"225813_at"	"P"	"P"
"225814_at"	"P"	"P"
"225815_at"	"A"	"A"
"225816_at"	"P"	"P"
"225817_at"	"A"	"A"
"225818_s_at"	"P"	"P"
"225819_at"	"P"	"P"
"225820_at"	"P"	"P"
"225821_s_at"	"P"	"P"
"225822_at"	"A"	"A"
"225823_at"	"P"	"P"
"225824_at"	"P"	"P"
"225825_at"	"P"	"M"
"225826_at"	"P"	"P"
"225827_at"	"P"	"P"
"225828_at"	"P"	"M"
"225829_at"	"P"	"P"
"225830_at"	"P"	"P"
"225831_at"	"P"	"P"
"225832_s_at"	"P"	"P"
"225833_at"	"P"	"P"
"225834_at"	"P"	"P"
"225835_at"	"P"	"P"
"225836_s_at"	"P"	"P"
"225837_at"	"P"	"P"
"225838_at"	"P"	"P"
"225839_at"	"P"	"P"
"225840_at"	"P"	"P"
"225841_at"	"A"	"A"
"225842_at"	"P"	"P"
"225843_at"	"P"	"P"
"225844_at"	"P"	"P"
"225845_at"	"P"	"P"
"225846_at"	"A"	"A"
"225847_at"	"P"	"P"
"225848_at"	"P"	"P"
"225849_s_at"	"P"	"P"
"225850_at"	"P"	"P"
"225851_at"	"P"	"P"
"225852_at"	"P"	"P"
"225853_at"	"P"	"P"
"225854_x_at"	"A"	"A"
"225855_at"	"P"	"P"
"225856_at"	"P"	"P"
"225857_s_at"	"P"	"P"
"225858_s_at"	"P"	"P"
"225859_at"	"P"	"P"
"225860_at"	"P"	"P"
"225861_at"	"P"	"P"
"225862_at"	"P"	"P"
"225863_s_at"	"P"	"P"
"225864_at"	"A"	"M"
"225865_x_at"	"P"	"P"
"225866_at"	"P"	"P"
"225867_at"	"A"	"A"
"225868_at"	"P"	"M"
"225869_s_at"	"P"	"A"
"225870_s_at"	"P"	"P"
"225871_at"	"P"	"P"
"225872_at"	"P"	"P"
"225873_at"	"A"	"A"
"225874_at"	"A"	"A"
"225875_s_at"	"P"	"P"
"225876_at"	"P"	"P"
"225877_at"	"P"	"P"
"225878_at"	"P"	"P"
"225879_at"	"P"	"P"
"225880_at"	"P"	"P"
"225881_at"	"P"	"P"
"225882_at"	"P"	"P"
"225883_at"	"A"	"A"
"225884_s_at"	"P"	"P"
"225885_at"	"P"	"P"
"225886_at"	"P"	"P"
"225887_at"	"P"	"P"
"225888_at"	"P"	"P"
"225889_at"	"P"	"P"
"225890_at"	"P"	"P"
"225891_at"	"A"	"A"
"225892_at"	"P"	"P"
"225893_at"	"P"	"P"
"225894_at"	"A"	"A"
"225895_at"	"A"	"A"
"225896_at"	"P"	"P"
"225897_at"	"P"	"P"
"225898_at"	"P"	"P"
"225899_x_at"	"P"	"P"
"225900_at"	"P"	"P"
"225901_at"	"P"	"P"
"225902_at"	"P"	"P"
"225903_at"	"P"	"P"
"225904_at"	"P"	"P"
"225905_s_at"	"M"	"A"
"225906_at"	"A"	"A"
"225907_at"	"A"	"A"
"225908_at"	"P"	"P"
"225909_at"	"A"	"A"
"225910_at"	"P"	"P"
"225911_at"	"A"	"A"
"225912_at"	"P"	"P"
"225913_at"	"P"	"P"
"225914_s_at"	"P"	"P"
"225915_at"	"A"	"A"
"225916_at"	"P"	"P"
"225917_at"	"P"	"P"
"225918_at"	"M"	"P"
"225919_s_at"	"P"	"P"
"225920_at"	"P"	"P"
"225921_at"	"P"	"P"
"225922_at"	"P"	"P"
"225923_at"	"P"	"P"
"225924_at"	"P"	"P"
"225925_s_at"	"P"	"P"
"225926_at"	"P"	"P"
"225927_at"	"P"	"P"
"225928_at"	"P"	"P"
"225929_s_at"	"P"	"P"
"225930_at"	"P"	"P"
"225931_s_at"	"P"	"P"
"225932_s_at"	"P"	"P"
"225933_at"	"P"	"P"
"225934_at"	"P"	"P"
"225935_at"	"P"	"P"
"225936_at"	"P"	"P"
"225937_at"	"A"	"A"
"225939_at"	"A"	"A"
"225940_at"	"A"	"P"
"225941_at"	"M"	"M"
"225942_at"	"P"	"P"
"225943_at"	"P"	"P"
"225944_at"	"P"	"P"
"225945_at"	"P"	"P"
"225946_at"	"P"	"P"
"225947_at"	"P"	"P"
"225948_at"	"P"	"P"
"225949_at"	"P"	"P"
"225950_at"	"P"	"P"
"225951_s_at"	"P"	"P"
"225952_at"	"A"	"A"
"225953_at"	"P"	"P"
"225954_s_at"	"P"	"M"
"225955_at"	"P"	"P"
"225956_at"	"P"	"P"
"225957_at"	"A"	"P"
"225958_at"	"P"	"P"
"225959_s_at"	"P"	"P"
"225960_at"	"A"	"A"
"225961_at"	"P"	"P"
"225962_at"	"A"	"P"
"225963_at"	"P"	"P"
"225964_at"	"P"	"P"
"225965_at"	"P"	"P"
"225966_at"	"A"	"A"
"225967_s_at"	"P"	"P"
"225968_at"	"P"	"P"
"225969_at"	"P"	"P"
"225970_at"	"P"	"P"
"225971_at"	"P"	"P"
"225972_at"	"P"	"P"
"225973_at"	"P"	"P"
"225974_at"	"P"	"P"
"225975_at"	"P"	"P"
"225976_at"	"P"	"P"
"225977_at"	"A"	"A"
"225978_at"	"P"	"P"
"225979_at"	"A"	"P"
"225980_at"	"P"	"P"
"225981_at"	"A"	"A"
"225982_at"	"P"	"P"
"225983_s_at"	"A"	"A"
"225984_at"	"P"	"P"
"225985_at"	"P"	"P"
"225986_x_at"	"P"	"P"
"225987_at"	"A"	"A"
"225988_at"	"P"	"P"
"225989_at"	"P"	"P"
"225990_at"	"P"	"P"
"225991_at"	"P"	"P"
"225992_at"	"P"	"P"
"225993_at"	"P"	"P"
"225994_at"	"P"	"P"
"225995_x_at"	"P"	"P"
"225996_at"	"P"	"P"
"225997_at"	"P"	"P"
"225998_at"	"P"	"P"
"225999_at"	"P"	"P"
"226000_at"	"P"	"P"
"226001_at"	"P"	"P"
"226002_at"	"P"	"P"
"226003_at"	"P"	"P"
"226004_at"	"P"	"P"
"226005_at"	"P"	"P"
"226006_at"	"P"	"P"
"226007_at"	"P"	"P"
"226008_at"	"P"	"P"
"226009_at"	"P"	"P"
"226010_at"	"A"	"P"
"226011_at"	"P"	"P"
"226012_at"	"P"	"P"
"226013_at"	"A"	"P"
"226014_at"	"P"	"P"
"226015_at"	"P"	"P"
"226016_at"	"P"	"P"
"226017_at"	"P"	"P"
"226018_at"	"P"	"P"
"226019_at"	"P"	"P"
"226020_s_at"	"P"	"P"
"226021_at"	"P"	"P"
"226022_at"	"P"	"P"
"226023_at"	"A"	"A"
"226024_at"	"P"	"P"
"226025_at"	"P"	"P"
"226026_at"	"P"	"P"
"226027_at"	"P"	"P"
"226028_at"	"P"	"P"
"226029_at"	"A"	"A"
"226030_at"	"P"	"P"
"226031_at"	"P"	"P"
"226032_at"	"P"	"P"
"226033_at"	"P"	"P"
"226034_at"	"P"	"P"
"226035_at"	"P"	"P"
"226036_x_at"	"P"	"P"
"226037_s_at"	"P"	"P"
"226038_at"	"P"	"P"
"226039_at"	"A"	"A"
"226040_at"	"P"	"P"
"226041_at"	"P"	"P"
"226042_at"	"P"	"P"
"226043_at"	"P"	"P"
"226044_at"	"P"	"P"
"226045_at"	"P"	"P"
"226046_at"	"P"	"P"
"226047_at"	"A"	"A"
"226048_at"	"P"	"P"
"226049_at"	"P"	"P"
"226050_at"	"P"	"P"
"226051_at"	"P"	"P"
"226052_at"	"P"	"P"
"226053_at"	"P"	"P"
"226054_at"	"A"	"P"
"226055_at"	"P"	"A"
"226056_at"	"P"	"P"
"226057_at"	"M"	"A"
"226058_at"	"P"	"P"
"226059_at"	"P"	"P"
"226060_at"	"P"	"P"
"226061_s_at"	"A"	"A"
"226062_x_at"	"P"	"P"
"226063_at"	"P"	"P"
"226064_s_at"	"P"	"P"
"226065_at"	"A"	"A"
"226066_at"	"P"	"P"
"226067_at"	"A"	"A"
"226068_at"	"A"	"A"
"226069_at"	"A"	"A"
"226070_at"	"P"	"P"
"226071_at"	"A"	"A"
"226072_at"	"A"	"A"
"226073_at"	"P"	"P"
"226074_at"	"A"	"P"
"226075_at"	"P"	"P"
"226076_s_at"	"P"	"P"
"226077_at"	"P"	"P"
"226078_at"	"P"	"P"
"226079_at"	"P"	"P"
"226080_at"	"P"	"P"
"226081_at"	"P"	"P"
"226082_s_at"	"P"	"P"
"226083_at"	"P"	"P"
"226084_at"	"P"	"P"
"226085_at"	"P"	"P"
"226086_at"	"A"	"A"
"226087_at"	"P"	"P"
"226088_at"	"P"	"P"
"226089_at"	"P"	"P"
"226090_x_at"	"P"	"P"
"226091_s_at"	"P"	"P"
"226092_at"	"P"	"P"
"226093_at"	"P"	"P"
"226094_at"	"P"	"P"
"226095_s_at"	"P"	"P"
"226096_at"	"A"	"A"
"226097_at"	"P"	"A"
"226098_at"	"P"	"P"
"226099_at"	"P"	"P"
"226100_at"	"P"	"P"
"226101_at"	"A"	"A"
"226102_at"	"P"	"P"
"226103_at"	"M"	"P"
"226104_at"	"P"	"P"
"226105_at"	"P"	"P"
"226106_at"	"P"	"P"
"226107_at"	"P"	"A"
"226108_at"	"P"	"P"
"226109_at"	"P"	"P"
"226110_at"	"P"	"P"
"226111_s_at"	"A"	"P"
"226112_at"	"P"	"P"
"226113_at"	"P"	"P"
"226114_at"	"A"	"A"
"226115_at"	"P"	"P"
"226116_at"	"P"	"P"
"226117_at"	"P"	"P"
"226118_at"	"P"	"P"
"226119_at"	"P"	"P"
"226120_at"	"P"	"P"
"226121_at"	"P"	"A"
"226122_at"	"A"	"P"
"226123_at"	"P"	"M"
"226124_at"	"A"	"P"
"226125_at"	"P"	"A"
"226126_at"	"P"	"P"
"226127_at"	"P"	"P"
"226128_at"	"P"	"P"
"226129_at"	"A"	"A"
"226130_at"	"P"	"P"
"226131_s_at"	"P"	"P"
"226132_s_at"	"P"	"P"
"226133_s_at"	"P"	"P"
"226134_s_at"	"P"	"P"
"226135_at"	"P"	"P"
"226136_at"	"P"	"P"
"226137_at"	"P"	"P"
"226138_s_at"	"A"	"A"
"226139_at"	"P"	"P"
"226140_s_at"	"P"	"P"
"226141_at"	"P"	"P"
"226142_at"	"P"	"P"
"226143_at"	"P"	"P"
"226144_at"	"A"	"A"
"226145_s_at"	"P"	"P"
"226146_at"	"P"	"P"
"226147_s_at"	"A"	"A"
"226148_at"	"P"	"P"
"226149_at"	"P"	"P"
"226150_at"	"P"	"P"
"226151_x_at"	"P"	"P"
"226152_at"	"P"	"P"
"226153_s_at"	"P"	"P"
"226154_at"	"P"	"P"
"226155_at"	"P"	"P"
"226156_at"	"P"	"P"
"226157_at"	"P"	"P"
"226158_at"	"P"	"P"
"226159_at"	"P"	"P"
"226160_at"	"P"	"P"
"226161_at"	"P"	"P"
"226162_at"	"A"	"A"
"226163_at"	"P"	"P"
"226164_x_at"	"A"	"P"
"226165_at"	"P"	"P"
"226166_x_at"	"P"	"P"
"226167_at"	"A"	"A"
"226168_at"	"P"	"P"
"226169_at"	"P"	"P"
"226170_at"	"P"	"P"
"226171_at"	"P"	"M"
"226172_at"	"A"	"A"
"226173_at"	"A"	"A"
"226174_at"	"A"	"A"
"226175_at"	"P"	"P"
"226176_s_at"	"P"	"P"
"226177_at"	"P"	"P"
"226178_at"	"P"	"P"
"226179_at"	"P"	"P"
"226180_at"	"P"	"P"
"226181_at"	"P"	"P"
"226182_s_at"	"P"	"A"
"226183_at"	"P"	"P"
"226184_at"	"P"	"P"
"226185_at"	"P"	"P"
"226186_at"	"A"	"P"
"226187_at"	"A"	"A"
"226188_at"	"A"	"A"
"226189_at"	"P"	"P"
"226190_at"	"P"	"P"
"226191_at"	"P"	"P"
"226192_at"	"A"	"A"
"226193_x_at"	"P"	"P"
"226194_at"	"P"	"P"
"226195_at"	"P"	"P"
"226196_s_at"	"P"	"P"
"226197_at"	"A"	"M"
"226198_at"	"P"	"P"
"226199_at"	"P"	"P"
"226200_at"	"P"	"P"
"226201_at"	"P"	"P"
"226202_at"	"P"	"P"
"226203_at"	"P"	"P"
"226204_at"	"A"	"P"
"226205_at"	"A"	"M"
"226206_at"	"P"	"P"
"226207_at"	"P"	"P"
"226208_at"	"P"	"P"
"226209_at"	"P"	"P"
"226210_s_at"	"A"	"A"
"226211_at"	"A"	"A"
"226212_s_at"	"M"	"P"
"226213_at"	"A"	"A"
"226214_at"	"P"	"P"
"226215_s_at"	"P"	"P"
"226216_at"	"P"	"P"
"226217_at"	"P"	"P"
"226218_at"	"P"	"P"
"226219_at"	"A"	"A"
"226220_at"	"P"	"P"
"226221_at"	"M"	"A"
"226222_at"	"P"	"M"
"226223_at"	"P"	"P"
"226224_at"	"P"	"P"
"226225_at"	"P"	"P"
"226226_at"	"A"	"A"
"226227_x_at"	"P"	"P"
"226228_at"	"A"	"A"
"226229_s_at"	"A"	"A"
"226230_at"	"P"	"P"
"226231_at"	"A"	"A"
"226232_at"	"A"	"A"
"226233_at"	"P"	"P"
"226234_at"	"P"	"A"
"226235_at"	"P"	"P"
"226236_at"	"P"	"P"
"226237_at"	"P"	"P"
"226238_at"	"P"	"P"
"226239_at"	"A"	"P"
"226240_at"	"P"	"P"
"226241_s_at"	"P"	"P"
"226242_at"	"P"	"P"
"226243_at"	"P"	"P"
"226244_at"	"A"	"A"
"226245_at"	"P"	"P"
"226246_at"	"A"	"A"
"226247_at"	"P"	"P"
"226248_s_at"	"A"	"A"
"226249_at"	"P"	"P"
"226250_at"	"P"	"P"
"226251_at"	"P"	"P"
"226252_at"	"P"	"P"
"226253_at"	"M"	"A"
"226254_s_at"	"P"	"P"
"226255_at"	"P"	"P"
"226256_at"	"A"	"A"
"226257_x_at"	"P"	"P"
"226258_at"	"P"	"P"
"226259_at"	"P"	"M"
"226260_x_at"	"A"	"A"
"226261_at"	"P"	"P"
"226262_at"	"P"	"P"
"226263_at"	"P"	"P"
"226264_at"	"P"	"P"
"226265_at"	"P"	"P"
"226266_at"	"A"	"A"
"226267_at"	"P"	"M"
"226268_at"	"P"	"P"
"226269_at"	"P"	"P"
"226270_at"	"P"	"P"
"226271_at"	"P"	"M"
"226272_at"	"P"	"P"
"226273_at"	"A"	"M"
"226274_at"	"P"	"P"
"226275_at"	"P"	"P"
"226276_at"	"P"	"P"
"226277_at"	"P"	"P"
"226278_at"	"P"	"P"
"226279_at"	"P"	"P"
"226280_at"	"P"	"P"
"226281_at"	"P"	"P"
"226282_at"	"P"	"P"
"226283_at"	"P"	"P"
"226284_at"	"P"	"P"
"226285_at"	"P"	"P"
"226286_at"	"A"	"A"
"226287_at"	"P"	"P"
"226288_s_at"	"A"	"A"
"226289_at"	"A"	"P"
"226290_at"	"P"	"P"
"226291_at"	"P"	"P"
"226292_at"	"A"	"P"
"226293_at"	"P"	"P"
"226294_x_at"	"P"	"P"
"226295_at"	"A"	"A"
"226296_s_at"	"P"	"P"
"226297_at"	"P"	"P"
"226298_at"	"P"	"P"
"226299_at"	"A"	"A"
"226300_at"	"P"	"P"
"226301_at"	"P"	"P"
"226302_at"	"A"	"A"
"226303_at"	"A"	"A"
"226304_at"	"A"	"A"
"226305_at"	"A"	"A"
"226306_at"	"P"	"P"
"226307_at"	"A"	"A"
"226308_at"	"P"	"P"
"226309_at"	"P"	"P"
"226310_at"	"P"	"P"
"226311_at"	"A"	"A"
"226312_at"	"P"	"P"
"226313_at"	"A"	"A"
"226314_at"	"P"	"P"
"226315_at"	"P"	"P"
"226316_at"	"P"	"P"
"226317_at"	"P"	"P"
"226318_at"	"P"	"P"
"226319_s_at"	"P"	"P"
"226320_at"	"P"	"P"
"226321_at"	"P"	"P"
"226322_at"	"P"	"P"
"226323_at"	"P"	"P"
"226324_s_at"	"P"	"P"
"226325_at"	"A"	"A"
"226326_at"	"P"	"P"
"226327_at"	"P"	"P"
"226328_at"	"A"	"A"
"226329_s_at"	"P"	"P"
"226330_s_at"	"P"	"P"
"226331_at"	"P"	"P"
"226332_at"	"P"	"P"
"226333_at"	"P"	"P"
"226334_s_at"	"P"	"P"
"226335_at"	"P"	"P"
"226336_at"	"P"	"P"
"226337_at"	"P"	"P"
"226338_at"	"P"	"P"
"226339_at"	"P"	"P"
"226340_x_at"	"P"	"P"
"226341_at"	"P"	"P"
"226342_at"	"P"	"P"
"226343_at"	"P"	"P"
"226344_at"	"A"	"A"
"226345_at"	"P"	"P"
"226346_at"	"A"	"A"
"226347_at"	"P"	"P"
"226348_at"	"P"	"P"
"226349_at"	"P"	"P"
"226350_at"	"P"	"P"
"226351_at"	"P"	"P"
"226352_at"	"P"	"P"
"226353_at"	"P"	"P"
"226354_at"	"P"	"P"
"226355_at"	"P"	"P"
"226356_at"	"P"	"P"
"226357_at"	"P"	"P"
"226358_at"	"P"	"P"
"226359_at"	"A"	"A"
"226360_at"	"P"	"P"
"226361_at"	"P"	"P"
"226362_at"	"P"	"A"
"226363_at"	"M"	"A"
"226364_at"	"P"	"P"
"226365_at"	"A"	"A"
"226366_at"	"P"	"P"
"226367_at"	"A"	"A"
"226368_at"	"P"	"P"
"226369_at"	"A"	"A"
"226370_at"	"P"	"P"
"226371_at"	"P"	"P"
"226372_at"	"P"	"P"
"226373_at"	"A"	"A"
"226374_at"	"M"	"P"
"226375_at"	"P"	"P"
"226376_at"	"A"	"M"
"226377_at"	"P"	"P"
"226378_s_at"	"P"	"P"
"226379_s_at"	"A"	"A"
"226380_at"	"P"	"P"
"226381_at"	"P"	"P"
"226382_at"	"A"	"A"
"226383_at"	"P"	"P"
"226384_at"	"P"	"P"
"226385_s_at"	"P"	"P"
"226386_at"	"P"	"P"
"226387_at"	"P"	"P"
"226388_at"	"A"	"A"
"226389_s_at"	"P"	"A"
"226390_at"	"P"	"P"
"226391_at"	"P"	"P"
"226392_at"	"P"	"P"
"226393_at"	"P"	"P"
"226394_at"	"P"	"P"
"226395_at"	"P"	"P"
"226396_at"	"A"	"A"
"226397_s_at"	"P"	"P"
"226398_s_at"	"P"	"P"
"226399_at"	"P"	"P"
"226400_at"	"P"	"P"
"226401_at"	"A"	"A"
"226402_at"	"P"	"P"
"226403_at"	"A"	"A"
"226404_at"	"P"	"P"
"226405_s_at"	"P"	"P"
"226406_at"	"P"	"P"
"226407_at"	"P"	"P"
"226408_at"	"M"	"P"
"226409_at"	"P"	"P"
"226410_at"	"P"	"M"
"226411_at"	"A"	"A"
"226412_at"	"P"	"P"
"226413_at"	"P"	"P"
"226414_s_at"	"P"	"P"
"226415_at"	"P"	"P"
"226416_at"	"P"	"P"
"226417_at"	"A"	"A"
"226418_at"	"P"	"P"
"226419_s_at"	"P"	"P"
"226420_at"	"P"	"P"
"226421_at"	"P"	"P"
"226422_at"	"P"	"P"
"226423_at"	"A"	"A"
"226424_at"	"A"	"A"
"226425_at"	"P"	"P"
"226426_at"	"P"	"P"
"226427_s_at"	"A"	"A"
"226428_at"	"P"	"P"
"226429_at"	"P"	"P"
"226430_at"	"P"	"P"
"226431_at"	"P"	"P"
"226432_at"	"P"	"P"
"226433_at"	"A"	"A"
"226434_at"	"P"	"P"
"226435_at"	"A"	"A"
"226436_at"	"P"	"P"
"226437_at"	"P"	"P"
"226438_at"	"P"	"P"
"226439_s_at"	"P"	"P"
"226440_at"	"P"	"P"
"226441_at"	"P"	"P"
"226442_at"	"P"	"A"
"226443_at"	"P"	"P"
"226444_at"	"M"	"A"
"226445_s_at"	"P"	"P"
"226446_at"	"A"	"A"
"226447_at"	"P"	"P"
"226448_at"	"P"	"A"
"226449_at"	"P"	"P"
"226450_at"	"P"	"P"
"226451_at"	"P"	"P"
"226452_at"	"P"	"P"
"226453_at"	"P"	"P"
"226454_at"	"P"	"P"
"226455_at"	"P"	"P"
"226456_at"	"P"	"P"
"226457_at"	"P"	"P"
"226458_at"	"P"	"P"
"226459_at"	"A"	"A"
"226460_at"	"P"	"P"
"226461_at"	"P"	"A"
"226462_at"	"P"	"M"
"226463_at"	"P"	"P"
"226464_at"	"P"	"P"
"226465_s_at"	"P"	"P"
"226466_s_at"	"P"	"P"
"226467_at"	"A"	"A"
"226468_at"	"P"	"P"
"226469_s_at"	"A"	"A"
"226470_at"	"P"	"P"
"226471_at"	"A"	"A"
"226472_at"	"P"	"P"
"226473_at"	"A"	"A"
"226474_at"	"P"	"P"
"226475_at"	"A"	"A"
"226476_s_at"	"A"	"P"
"226477_at"	"P"	"A"
"226478_at"	"A"	"P"
"226479_at"	"P"	"P"
"226480_at"	"P"	"P"
"226481_at"	"P"	"P"
